Distancia_RS,Distancia_metros,Fator_Dilatacao
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
1.01,29795.41006,0.09950371902099896
